"Title","Year","IMDb","Rotten.Tomatoes","Runtime"
"Abduction",2011,5.1,0.05,106
"The Big Wedding",2013,5.6,0.07,89
"Spinning Man",2018,5.6,0.42,100
"Golden Exits",2018,5.8,0.67,94
"Madea's Witness Protection",2012,4.9,0.19,114
"Playing It Cool",2014,6,0.14,94
"Greener Grass",2019,6.3,0.8,95
"Errors of the Human Body",2012,5.3,0.75,101
"Spaceship Earth",2020,6.5,0.89,113
"The Quiet One",2019,6.4,0.67,98
"The Pink Panther 2",2009,5.6,0.13,92
"Phoenix Forgotten",2017,5.3,0.44,87
"The Duchess of Langeais",2007,6.5,0.7,137
"Texas Chainsaw 3D",2013,4.8,0.19,92
"Boom for Real: The Late Teenage Years of Jean-Michel Basquiat",2018,6.5,0.88,78
"American Folk",2018,6.1,0.76,99
"Curvature",2017,4.8,0.47,90
"The Alchemist Cookbook",2016,5.1,0.8,82
"I, Frankenstein",2014,5.1,0.05,92
"Love After Love",2018,5.4,0.85,91
"The Houses October Built",2014,5.2,0.6,91
"Free Willy 2: The Adventure Home",1995,5.1,0.31,95
"11 Minutes",2015,5.6,0.72,81
"Running with the Devil",2019,5.4,0.25,100
"28 Hotel Rooms",2012,5.8,0.47,82
"Bolden",2019,5.6,0.7,108
"The Monkey King 3",2018,5.5,0.33,114
"Sherlock Gnomes",2018,5.2,0.27,86
"Cruise",2018,5.3,0.38,90
"Distorted",2018,4.9,0.18,86
"The Numbers Station",2013,5.6,0.3,89
"In a Relationship",2018,5.5,0.6,92
"The Female Brain",2017,5.7,0.37,98
"The Gardener",2017,6.9,0.75,
"100 Streets",2016,5.7,0.41,93
"Legendary",2010,6.2,0.19,92
"And So It Goes",2014,5.8,0.18,94
"Chef Flynn",2018,6.7,0.73,82
"6 Below: Miracle on the Mountain",2017,5.7,0.22,98
"Tamara",2005,5.1,0.32,98
"Grace Jones: Bloodlight and Bami",2017,6.2,0.86,115
"Racer and the Jailbird",2017,6.3,0.36,130
"Romeo & Juliet",2013,5.8,0.24,118
"Who Let the Dogs Out",2019,8.2,1,70
"The Cage Fighter",2018,5.8,0.94,81
"Hollow in the Land",2017,5.6,0.57,92
"Fun Size",2012,5.4,0.25,86
"Black Gold",2011,6.7,0.11,130
"Long Time Coming: A 1955 Baseball Story",2017,7.4,0.67,87
"A Kind of Murder",2016,5.3,0.38,95
"The Colony",2013,5.3,0.21,93
"Free Willy 3: The Rescue",1997,4.7,0.44,86
"Black Cop",2017,5,0.82,91
"Primal",2010,4.9,0.75,97
"Nobody's Fool",2018,4.8,0.24,110
"Bare",2015,5.3,0.5,90
"Once Upon a Time in Venice",2017,5.3,0.21,94
"Passage to Mars",2016,4.5,0.29,94
"Mapplethorpe",2018,6.1,0.3,102
"Gintama",2017,6.2,0.2,
"Dr. Feelgood",2016,6.6,0.83,
"The Burden",2017,7,0.97,15
"The Tomorrow Man",2019,5.7,0.42,94
"Half Magic",2018,4.6,0.55,94
"Frank Serpico",2017,6.7,0.75,98
"Bangkok Dangerous",2008,5.4,0.08,99
"XX/XY",2002,5.9,0.43,91
"Girl Most Likely",2012,5.8,0.22,103
"ma ma",2015,6.4,0.25,111
"Havana Motor Club",2015,7.3,0.88,80
"Knives and Skin",2019,5,0.68,111
"Body at Brighton Rock",2019,5.3,0.66,87
"The Strange Ones",2018,5,0.54,81
"Legends of Oz: Dorothy's Return",2014,5.1,0.17,88
"Naz & Maalik",2014,5.8,0.79,86
"Black Rock",2012,4.7,0.52,83
"Saint",2010,5.5,0.55,85
"The Boost",1988,6.1,0.38,95
"Manglehorn",2015,5.6,0.5,97
"The Mountain",2019,5.5,0.64,106
"Dr. T & the Women",2000,4.6,0.56,122
"Assassination Tango",2002,5.8,0.47,114
"Sneakerheadz",2015,6.4,0.58,73
"Casa de los Babys",2003,6.3,0.58,95
"Trespassers",2019,5,0.59,88
"Tracktown",2017,5.5,0.73,88
"Serena",2014,5.4,0.16,109
"Stung",2015,5.1,0.53,87
"Blind",2017,5.8,0.19,96
"Trick",2019,5,0.32,100
"The Confessions",2016,6.1,0.5,108
"Sprung",1997,5,0.22,105
"Most Likely to Murder",2018,5.1,0.62,90
"Raze",2013,5.2,0.45,87
"A Teacher",2013,4.7,0.34,75
"Coffin Rock",2009,5.3,0.7,92
"The Thousand Faces of Dunjia",2017,5.4,0.33,113
"Damascus Cover",2018,5.1,0.14,93
"Wrinkles the Clown",2019,4.8,0.71,75
"The Dinner",2017,4.5,0.46,114
"Into the Ashes",2019,5.6,0.28,98
"A Madea Family Funeral",2019,4.4,0.12,109
"Lemon",2017,4.6,0.56,83
"Breakup at a Wedding",2013,5.1,0.67,85
"Action Point",2018,5.1,0.13,85
"Tyrel",2018,5.2,0.6,86
"Some Kind of Hero",1982,5.8,0.4,97
"The Houses October Built 2",2017,5.4,0.17,101
"Repentance",2014,4.9,0.2,90
"Ismael's Ghosts",2017,5.6,0.51,114
"The Challenge",2016,6.2,0.78,30
"American Gun",2005,6.1,0.39,95
"Devil's Gate",2017,5.1,0.33,94
"Contracted: Phase II",2015,5.1,0.38,78
"Silent Tongue",1993,5.3,0.38,102
"Along Came the Devil",2018,3.9,0.38,89
"Noma: My Perfect Storm",2015,6.2,0.57,100
"Coastlines",2002,5.8,0.48,110
"Wounds",2019,4,0.51,95
"A Score to Settle",2019,4.6,0.15,103
"Almost Human",2013,4.6,0.45,60
"Making Plans for Lena",2009,6.1,0.5,105
"White Night Wedding",2008,6.7,0.29,96
"It Came from the Desert",2017,4.2,0.6,90
"The Taste of Money",2012,5.7,0.28,115
"Getaway",2013,4.4,0.02,123
"The Sound of Silence",2019,5.5,0.65,85
"Don't Go",2018,5.2,0.39,91
"Breaking the Girls",2013,5.1,0.11,83
"Literally, Right Before Aaron",2017,4.5,0.25,102
"Inside",2017,4.8,0.32,97
"Out of the Dark",2014,4.8,0.24,92
"Monogamy",2010,5,0.48,30
"The Château",2001,5.2,0.5,91
"The Other Man",2008,5.4,0.15,88
"Nina",2016,5.4,0.02,109
"Josie",2018,5.2,0.13,100
"Feral",2018,4.6,0.33,90
"A Guide to Second Date Sex",2019,5.3,0.43,98
"No Holds Barred",1989,4.4,0.11,93
"The Reunion",2011,5.2,0.08,94
"The Intended",2002,5.8,0.33,110
"Roller Dreams",2017,7.9,0.86,82
"Allure",2018,4.9,0.38,105
"Penumbra",2012,5.5,0.5,90
"Kill Order",2017,4.1,0.25,77
"The Eternal",1998,4.4,0.33,95
"Faintheart",2008,6.3,0.2,92
"Hellions",2015,4.2,0.27,80
"Backtrace",2018,3.7,0.11,92
"Narcopolis",2015,4.4,0.18,96
"Ghost Team",2016,4.6,0.11,83
"Crazy About Tiffany's",2016,5.7,0.27,86
"Inside Out",2011,4.5,0.25,95
"Let's Be Evil",2016,4.2,0.15,82
"Julian Schnabel: A Private Portrait",2017,6.6,0.5,84
"This One's for the Ladies",2018,4.8,0.72,82
"Beneath the Darkness",2012,4.5,0.04,80
"The Quest of Alain Ducasse",2017,5.7,0.69,84
"The Avengers",2012,8,0.92,143
"It's a Wonderful Life",1946,8.6,0.94,130
"Downfall",2004,8.2,0.9,156
"Sunset Boulevard",1950,8.4,0.98,110
"Airplane!",1980,7.7,0.97,88
"Some Like It Hot",1959,8.2,0.95,121
"The Handmaiden",2016,8.1,0.95,145
"Rosemary's Baby",1968,8,0.96,137
"Amores Perros",2000,8.1,0.92,154
"Lady Bird",2017,7.4,0.99,94
"Roman Holiday",1953,8,0.98,118
"The Girl with the Dragon Tattoo",2009,7.8,0.85,158
"The Big Sick",2017,7.5,0.98,120
"Manchester by the Sea",2016,7.8,0.96,137
"The Man from Nowhere",2010,7.8,1,119
"Short Term 12",2013,8,0.98,96
"Thor",2011,7,0.77,115
"Captain America: The First Avenger",2011,6.9,0.8,124
"Night of the Living Dead",1968,7.9,0.97,96
"The Machinist",2004,7.7,0.77,101
"The Conversation",1974,7.8,0.98,113
"Dear Zachary: A Letter to a Son About His Father",2008,8.6,0.94,95
"Diabolique",1955,8,0.96,117
"The Disaster Artist",2017,7.4,0.91,104
"Iron Man 2",2010,7,0.73,124
"Pi",1998,7.4,0.88,84
"The Lighthouse",2019,7.6,0.9,109
"The Farewell",2019,7.6,0.98,100
"The Wailing",2016,7.5,0.99,156
"A Trip to the Moon",1902,8.2,1,13
"The General",1926,8.1,0.93,67
"Nosferatu",1922,7.9,0.97,60
"The Cabinet of Dr. Caligari",1920,8.1,1,76
"Charade",1963,7.9,0.94,113
"Apocalypto",2006,7.8,0.66,139
"Stop Making Sense",1984,8.6,1,88
"Eighth Grade",2018,7.4,0.99,93
"Hereditary",2018,7.3,0.89,127
"Temple Grandin",2010,8.3,1,107
"The Lincoln Lawyer",2011,7.3,0.84,118
"His Girl Friday",1940,7.9,0.98,92
"Aguirre, the Wrath of God",1972,7.9,0.98,95
"In the Heat of the Night",1967,7.9,0.94,60
"Stalag 17",1953,8,0.97,120
"Logan Lucky",2017,7,0.92,118
"The Act of Killing",2012,8.2,0.95,117
"Leave No Trace",2018,7.2,1,109
"Harold and Maude",1971,7.9,0.84,91
"The Man Who Shot Liberty Valance",1962,8.1,0.93,123
"Escape from New York",1981,7.2,0.86,99
"Mississippi Burning",1988,7.8,0.83,128
"Inside Llewyn Davis",2013,7.5,0.92,104
"Paradise Lost: The Child Murders at Robin Hood Hills",1996,8.3,1,150
"The African Queen",1951,7.7,0.98,105
"Pride",2014,7.8,0.91,119
"Chak De! India",2007,8.2,0.94,153
"Dead Man Walking",1995,7.5,0.95,122
"Grizzly Man",2005,7.8,0.92,103
"A Bittersweet Life",2005,7.6,1,119
"Tumbbad",2018,8.3,0.89,104
"A Man Called Ove",2015,7.7,0.9,116
"The Imposter",2012,7.5,0.95,99
"Capote",2005,7.3,0.9,114
"Midsommar",2019,7.1,0.83,148
"Deep Red",1975,7.6,0.96,127
"The Salesman",2016,7.8,0.96,124
"3-Iron",2004,8,0.87,88
"To Catch a Thief",1955,7.4,0.96,106
"Queen",2013,8.2,0.86,146
"Samsara",2011,8.5,0.76,102
"The Discreet Charm of the Bourgeoisie",1972,7.9,0.98,102
"The Hours",2002,7.5,0.8,110
"Seven Psychopaths",2012,7.2,0.82,110
"For Sama",2019,8.5,0.99,100
"Sweet Smell of Success",1957,8.1,0.98,96
"Bridget Jones's Diary",2001,6.7,0.8,97
"The Last Waltz",1978,8.2,0.98,117
"Lars and the Real Girl",2007,7.3,0.81,106
"The Look of Silence",2014,8.3,0.96,103
"Cold War",2018,7.6,0.93,89
"Bone Tomahawk",2015,7.1,0.91,132
"Honey Boy",2019,7.3,0.94,94
"Veer-Zaara",2004,7.8,0.92,192
"The Virgin Suicides",1999,7.2,0.76,97
"Paterson",2016,7.4,0.96,118
"Fiddler on the Roof",1971,8,0.83,181
"The Return of the Living Dead",1985,7.3,0.92,91
"The Long Goodbye",1973,7.6,0.97,112
"Black Book",2006,7.7,0.75,145
"Legends of the Fall",1994,7.6,0.58,133
"Clue",1985,7.3,0.62,94
"mid90s",2018,7.4,0.81,85
"My Name Is Nobody",1973,7.5,1,116
"Raazi",2018,7.8,1,138
"Highlander",1986,7.1,0.69,116
"The Italian Job",1969,7.3,0.83,111
"I Am Not Your Negro",2017,7.8,0.99,93
"The Ghost Writer",2010,7.2,0.84,128
"The Birdcage",1996,7.1,0.79,117
"Three Days of the Condor",1975,7.4,0.86,60
"My Man Godfrey",1936,8,0.97,94
"Murder on the Orient Express",1974,7.3,0.89,114
"Indie Game: The Movie",2012,7.6,0.94,103
"The Boondock Saints",1999,7.8,0.22,108
"Miss Sloane",2016,7.5,0.76,132
"Ernest & Celestine",2012,7.9,0.97,80
"You Were Never Really Here",2017,6.8,0.89,89
"Moonstruck",1987,7.1,0.93,102
"An Honest Liar",2014,7.5,0.97,90
"Sholay",1975,8.2,0.9,204
"The Proposition",2005,7.4,0.86,94
"Fist of Fury",1972,7.4,0.92,106
"Fitzcarraldo",1982,8.1,0.78,158
"The Big Country",1958,7.9,1,166
"You Can Count on Me",2000,7.5,0.95,111
"Brawl in Cell Block 99",2017,7.1,0.91,132
"Arctic",2018,6.8,0.89,98
"Paradise Lost 3: Purgatory",2011,8.1,1,121
"Midnight Special",2016,6.6,0.83,112
"King of Devil's Island",2010,7.5,0.94,116
"Scarlet Street",1945,7.8,1,102
"First Reformed",2018,7.1,0.93,113
"Meru",2015,7.7,0.89,90
"The Report",2019,7.2,0.81,119
"The Sweet Hereafter",1997,7.5,1,112
"Dead Ringers",1988,7.3,0.82,116
"Triangle",2009,6.9,0.8,99
"Gallipoli",1981,7.4,0.91,110
"Terms of Endearment",1983,7.4,0.78,132
"Steamboat Bill, Jr.",1928,7.9,1,70
"Thunder Road",2018,7.1,0.96,92
"Pretty in Pink",1986,6.8,0.77,97
"The Kings of Summer",2013,7.1,0.75,95
"You Don't Know Jack",2010,7.6,0.91,134
"if....",1968,7.5,0.93,111
"Beautiful Boy",2018,7.3,0.69,120
"Hard Eight",1996,7.2,0.84,102
"Ginger Snaps",2000,6.8,0.89,108
"Robot & Frank",2012,7.1,0.86,89
"Particle Fever",2013,7.4,0.96,99
"Salyut-7",2017,7.2,1,111
"The Last Black Man in San Francisco",2019,7.3,0.93,121
"Adam's Apples",2005,7.8,0.7,94
"Gia",1998,7,0.92,120
"And the Band Played On",1993,7.8,1,141
"Sophie Scholl: The Final Days",2005,7.6,0.87,120
"Hellraiser",1987,7,0.7,94
"The Court Jester",1955,7.9,0.96,101
"Air Force One",1997,6.5,0.76,124
"Get the Gringo",2012,7,0.82,96
"Eat Drink Man Woman",1994,7.8,0.91,124
"Big Night",1996,7.3,0.96,109
"K.G.F: Chapter 1",2018,8.2,0.67,156
"Mahanati",2018,8.5,1,177
"Reds",1981,7.3,0.9,195
"Bernie",2012,6.8,0.88,99
"Ink",2009,6.9,1,107
"Dog Soldiers",2002,6.8,0.77,105
"The Aeronauts",2019,6.6,0.72,100
"The Lost City of Z",2016,6.6,0.87,141
"Rab Ne Bana Di Jodi",2008,7.2,0.78,167
"Soldier's Girl",2003,7.9,0.88,112
"The Endless Summer",1966,7.7,1,95
"Laurence Anyways",2012,7.7,0.84,168
"A Street Cat Named Bob",2016,7.3,0.77,103
"Holiday Inn",1942,7.4,1,100
"The Snowman",1982,8.2,0.8,119
"A Bridge Too Far",1977,7.4,0.64,175
"Funny Face",1957,7,0.86,103
"Murderball",2005,7.7,0.98,88
"Wake in Fright",1971,7.7,0.96,109
"A Most Wanted Man",2014,6.8,0.87,122
"The Girl Who Played with Fire",2009,7.2,0.69,129
"Frantz",2016,7.5,0.91,113
"Thappad",2020,7.2,0.92,142
"Runaway Train",1985,7.2,0.85,98
"Invisible Life",2019,7.9,0.93,139
"House of Sand and Fog",2003,7.5,0.74,126
"Behind the Candelabra",2013,7,0.95,118
"Angst",1983,7.3,1,87
"Fanaa",2006,7.2,1,168
"Intolerance: Love's Struggle Throughout the Ages",1916,7.8,0.97,163
"Brittany Runs a Marathon",2019,6.8,0.89,104
"Bill Cunningham New York",2011,7.9,0.99,84
"What Maisie Knew",2013,7.4,0.86,99
"Citizen X",1995,7.5,0.88,105
"Kirikou and the Sorceress",1998,7.5,0.96,71
"Some Kind of Wonderful",1987,7.1,0.81,95
"The Phantom of the Opera",1925,7.6,0.91,143
"Masquerade",2012,7.8,1,91
"Sultan",2016,7,0.83,170
"Heidi",2015,7.4,1,111
"Better Watch Out",2016,6.5,0.89,89
"The Letter",1940,7.6,1,90
"What If",2013,6.8,0.73,98
"Truman",2015,7.3,0.99,108
"20.000 Days on Earth",2014,7.5,0.95,97
"Marshall",2017,7.2,0.8,118
"Flickering Lights",2000,7.7,0.7,109
"McQueen",2018,7.8,0.99,111
"The Band's Visit",2007,7.5,0.98,87
"One Day in September",1999,7.8,0.97,94
"The Doors",1991,7.2,0.57,140
"Turbo Kid",2015,6.7,0.9,93
"One Child Nation",2019,7.5,0.98,88
"4 Moons",2014,7.5,0.86,110
"A Prayer Before Dawn",2018,6.9,0.92,116
"The Pink Panther Strikes Again",1976,7.2,0.8,103
"Disobedience",2017,6.6,0.84,114
"Transsiberian",2008,6.7,0.92,111
"Climax",2018,7.1,0.69,97
"The Spy Who Came in from the Cold",1965,7.6,0.87,112
"House of Games",1987,7.3,0.96,102
"Gleason",2016,8.4,0.96,110
"The Central Park Five",2012,7.7,0.93,119
"The Most Dangerous Game",1932,7.1,1,63
"Priceless",2006,7,0.82,106
"House on Haunted Hill",1959,6.9,0.88,93
"The Crazies",2010,6.5,0.71,101
"Late Night",2019,6.5,0.8,102
"The Treatment",2014,7.2,0.93,131
"Karwaan",2018,7.5,0.71,114
"The Decline of Western Civilization",1981,7.6,1,100
"Atlantic City",1980,7.3,1,104
"Tom Petty and the Heartbreakers: Runnin' Down a Dream",2007,8.6,1,239
"Blow the Man Down",2019,6.4,0.99,91
"Suspiria",2018,6.8,0.65,152
"Hindi Medium",2017,7.8,0.78,132
"King of New York",1990,7,0.73,103
"Three… Extremes",2004,7,0.84,118
"The Invisible War",2012,7.6,0.99,93
"We Were Here",2011,7.9,1,90
"Carnival of Souls",1962,7.1,0.86,78
"The Whistleblower",2010,7.1,0.75,112
"Accattone",1961,7.8,1,117
"Run Silent, Run Deep",1958,7.3,1,93
"Shoeshine",1946,8,1,87
"Opera",1987,7,0.9,107
"The Tillman Story",2010,7.7,0.93,94
"Dhoom 2",2006,6.5,0.92,152
"White Light/Black Rain: The Destruction of Hiroshima and Nagasaki",2007,8.3,1,86
"Lean on Pete",2018,7.2,0.91,121
"Harry Brown",2009,7.2,0.63,103
"The Girl Who Kicked the Hornet's Nest",2009,7.3,0.54,147
"Ghost Town",2008,6.7,0.85,102
"They Call Me Jeeg",2015,7.1,0.75,112
"Friday the 13th",1980,6.5,0.63,95
"Sabotage",1937,7.1,1,109
"Pyaasa",1957,8.5,1,146
"He Loves Me… He Loves Me Not",2002,7.2,0.71,92
"Birdy",1984,7.3,0.85,120
"The Secret of Roan Inish",1995,7.5,0.95,103
"Meet John Doe",1941,7.7,0.91,122
"Death of a Salesman",1985,7.3,1,136
"Spirits in the Forest",2019,7.8,1,83
"Kannathil Muthamittal",2002,8.4,0.83,123
"Polytechnique",2009,7.2,0.87,77
"The King's Choice",2016,7.1,0.84,133
"Who Killed the Electric Car?",2006,7.6,0.89,92
"Stuck in Love",2012,7.2,0.57,
"A Star Is Born",1937,7.3,1,136
"Heavy Trip",2018,7,0.93,92
"Bad Boy Bubby",1993,7.4,0.83,114
"Breakdown",1997,6.9,0.8,93
"The House of the Devil",2009,6.4,0.87,95
"Unsane",2018,6.4,0.8,98
"Waco: The Rules of Engagement",1997,7.9,0.88,136
"Dead Snow 2: Red vs. Dead",2014,6.9,0.81,100
"Magic Mike",2012,6.1,0.79,110
"Colette",2018,6.7,0.87,111
"The Gospel According to Matthew",1965,7.8,0.91,137
"Life According to Sam",2013,8.2,1,94
"Draft Day",2014,6.8,0.59,110
"Capitalism: A Love Story",2009,7.4,0.75,127
"Best Worst Movie",2009,7.3,0.94,93
"Papillon",2017,7.2,0.52,133
"The Battery",2012,6.4,1,101
"Heartstone",2016,7.4,0.84,129
"Don't Worry, He Won't Get Far on Foot",2018,6.9,0.76,114
"Dark Days",2000,7.8,0.94,82
"Tab Hunter Confidential",2015,7.7,0.88,90
"Ash Is Purest White",2018,7,0.99,136
"Paradise Lost 2: Revelations",2000,7.6,0.91,130
"4 Little Girls",1997,7.8,1,102
"Jay and Silent Bob Reboot",2019,5.8,0.66,105
"Woody Allen: A Documentary",2011,7.7,0.9,192
"Phantasm",1979,6.8,0.73,89
"Dark Water",2002,6.7,0.8,105
"Southern Comfort",1981,7.2,0.82,106
"Becoming Astrid",2018,7.1,0.96,123
"The Snow Walker",2003,7.3,0.86,103
"Braven",2018,6,0.77,94
"Sunshine Cleaning",2008,6.8,0.74,91
"The Woman in Black",2012,6.4,0.67,95
"Rambo: Last Blood",2019,6.2,0.27,89
"The Strange Love of Martha Ivers",1946,7.4,1,116
"Gaslight",1940,7.3,1,114
"I've Loved You So Long",2008,7.6,0.88,117
"Behind the Mask: The Rise of Leslie Vernon",2006,6.7,0.76,92
"These Final Hours",2014,6.7,0.84,87
"The Man with the Golden Arm",1955,7.4,0.86,119
"Lost Soul: The Doomed Journey of Richard Stanley's “Island of Dr. Moreau”",2014,7.5,1,97
"A Private War",2018,6.7,0.87,110
"Nightmares in Red, White and Blue",2009,7.2,1,96
"Transit",2018,6.9,0.94,101
"Fateless",2005,6.9,0.94,140
"Hell House LLC",2015,6.4,0.89,93
"Last Days in Vietnam",2014,7.6,0.95,98
"The Man Who Fell to Earth",1976,6.7,0.83,139
"The Monster Squad",1987,7.1,0.64,79
"The Barkley Marathons: The Race That Eats Its Young",2014,7.8,0.67,89
"Passion Fish",1992,7.4,1,135
"7 Boxes",2012,7.1,0.97,105
"Embrace",2016,7.2,1,90
"Rosencrantz & Guildenstern Are Dead",1991,7.5,0.62,117
"Emmet Otter's Jug-Band Christmas",1977,8.3,1,48
"Love & Friendship",2016,6.4,0.97,90
"Phenomena",1985,6.8,0.78,116
"Grey Gardens",2009,7.4,0.87,95
"Room at the Top",1959,7.5,1,117
"Salt of the Earth",1954,7.4,1,94
"Macbeth",2015,6.6,0.8,113
"You Only Live Once",1937,7.4,1,95
"Deathgasm",2015,6.3,0.87,86
"Danny Collins",2015,7,0.77,106
"Too Big to Fail",2011,7.3,0.74,99
"Bad Taste",1987,6.6,0.68,91
"The Naked Kiss",1964,7.3,0.93,90
"Breathe",2017,7.1,0.68,45
"Ballet Shoes",2008,6.6,1,85
"Charlie Bartlett",2007,7,0.57,97
"My Friend Dahmer",2017,6.2,0.87,107
"1945",2017,7.1,0.97,91
"Welcome to Dongmakgol",2005,7.7,0.86,133
"The Panama Papers",2018,7.2,1,96
"Explorers",1985,6.6,0.77,109
"A Time to Live, a Time to Die",1985,7.7,1,138
"Spider Baby",1967,6.9,0.92,81
"Janis: Little Girl Blue",2015,7.4,0.94,103
"To Hell and Back: The Kane Hodder Story",2017,7.8,1,108
"Fat City",1972,7.3,1,96
"The Dressmaker",2015,7.1,0.57,119
"Last Flag Flying",2017,6.9,0.77,125
"The Ninth Gate",1999,6.7,0.43,133
"A Town Called Panic",2009,7.5,0.81,75
"Sweet Country",2018,6.9,0.96,113
"Game Change",2012,7.4,0.68,118
"Penelope",2006,6.7,0.54,104
"Don't Torture a Duckling",1972,7.1,0.8,105
"Igby Goes Down",2002,6.9,0.76,98
"The Decline of Western Civilization Part II: The Metal Years",1988,7.2,1,93
"The Brand New Testament",2015,7.1,0.82,114
"Ugly",2013,8,0.63,128
"Jeff, Who Lives at Home",2011,6.5,0.77,83
"Resolution",2012,6.4,0.85,93
"The Little Princess",1939,7.2,0.88,93
"The Love Witch",2016,6.2,0.95,120
"Ben X",2007,7.4,0.68,93
"Bilal: A New Breed of Hero",2015,7.9,0.58,105
"Teddy Bear",2012,7.1,0.94,106
"The War Zone",1999,7.3,0.84,98
"The Party",2017,6.6,0.81,100
"Anti Matter",2016,5.8,0.88,109
"Stake Land",2010,6.5,0.74,98
"The Babushkas of Chernobyl",2015,7.9,1,70
"Cul-de-sac",1966,7.1,0.83,112
"I Dream in Another Language",2017,7.4,0.8,103
"Alive Inside",2014,8.2,0.74,78
"The Gathering Storm",2002,7.5,0.83,96
"The Hospital",1971,7.2,1,103
"Broken Blossoms",1919,7.3,0.95,90
"Wrinkles",2011,7.6,0.96,89
"Like Crazy",2011,6.7,0.71,86
"Journey's End",2017,6.6,0.92,107
"Internal Affairs",1990,6.5,0.88,115
"Changing Lanes",2002,6.4,0.77,98
"Longford",2006,7.6,1,93
"Nas: Time Is Illmatic",2014,7.1,1,74
"Agora",2009,7.2,0.53,127
"The Dresser",1983,7.6,1,118
"Café Society",2016,6.6,0.71,96
"Trees Lounge",1996,7.1,0.81,95
"Sharkwater Extinction",2018,7.7,1,85
"Suburbia",1984,7,0.92,94
"Raising Victor Vargas",2002,7.2,0.96,88
"Faults",2014,6.7,0.91,89
"Milius",2013,7.5,0.94,103
"City of Ghosts",2017,7.4,0.98,116
"Proof",1991,7.2,0.94,42
"The First Time",2012,6.8,0.47,95
"Danger Close",2019,6.9,0.71,118
"Back Roads",2019,6.7,0.68,101
"Troop Zero",2019,6.9,0.67,94
"Salmon Fishing in the Yemen",2012,6.8,0.67,107
"Street Fight",2005,7.9,1,100
"Battle of Britain",1969,7,0.67,132
"Titli",2015,7.6,0.92,116
"Mr. Six",2015,7,0.83,134
"Blood and Black Lace",1964,7.2,0.86,88
"Jin-Roh: The Wolf Brigade",1999,7.4,0.55,102
"The Tuskegee Airmen",1995,7.1,0.88,106
"She's Beautiful When She's Angry",2014,7.8,0.93,92
"Maidentrip",2014,7.5,0.83,82
"The Laramie Project",2002,7.2,0.92,97
"The Golem: How He Came into the World",1920,7.2,1,76
"Support Your Local Sheriff",1969,7.5,0.73,92
"Last Cab to Darwin",2015,7.2,0.89,123
"Burn Notice: The Fall of Sam Axe",2011,7.2,0.9,120
"The Plague Dogs",1982,7.8,0.57,103
"Cloudburst",2011,7.2,1,93
"Valentine Road",2013,7.1,0.91,89
"Wendy and Lucy",2008,7.1,0.85,80
"Rat Race",2001,6.4,0.44,112
"Rivers and Tides",2001,7.9,0.99,90
"Fan",2016,7,0.78,116
"All the Mornings of the World",1991,7.5,0.89,115
"Light of My Life",2019,6.6,0.79,119
"The Big Combo",1955,7.4,0.92,87
"The Beauty Inside",2015,7.4,0.7,127
"Beneath Hill 60",2010,7.1,0.85,122
"Naked Gun 33⅓: The Final Insult",1994,6.5,0.54,83
"Recount",2008,7.4,0.78,116
"Dragonslayer",1981,6.7,0.87,108
"Lawn Dogs",1997,7.5,0.72,101
"The Flowers of War",2011,7.6,0.41,146
"Reefer Madness: The Movie Musical",2006,7.1,0.71,112
"Veteran",2015,7,0.9,123
"Mardaani",2014,7.3,0.67,113
"Thin",2006,7.4,1,102
"California Split",1974,7.2,0.88,108
"Out of Time",2003,6.5,0.64,105
"Tales of the Grim Sleeper",2014,7,1,110
"Fahrenheit 11/9",2018,6.9,0.81,128
"Gimme Danger",2016,7.2,0.94,108
"Salaam Namaste",2005,6.2,0.83,158
"D.O.A.",1950,7.3,0.88,83
"McLintock!",1963,7.2,0.67,127
"The Long Riders",1980,7,0.83,100
"Any Day Now",2012,7.5,0.79,60
"Fat, Sick & Nearly Dead",2010,7.5,0.69,97
"Kill the Irishman",2011,7.1,0.62,106
"A Coffee in Berlin",2012,7.4,0.77,86
"Penny Serenade",1941,7.1,0.94,119
"Rocket Singh: Salesman of the Year",2009,7.5,0.88,150
"Mr. Mom",1983,6.5,0.82,91
"Gozu",2003,7,0.72,129
"The Nutty Professor",1963,6.7,0.85,95
"Blood Brother",2013,8.3,0.73,87
"The Weather Underground",2002,7.5,0.91,92
"The Falcon and the Snowman",1985,6.8,0.81,131
"We Are Still Here",2015,5.7,0.95,84
"Miss Granny",2014,7.3,0.8,120
"Eye of the Needle",1981,7.1,0.81,112
"Avanti!",1972,7.2,0.81,144
"A Girl Like Her",2015,7,0.65,91
"Cries from Syria",2017,8.1,1,111
"Trouble the Water",2008,7.4,0.96,90
"Shut Up and Play the Hits",2012,7.4,0.85,108
"Still Mine",2012,7.4,0.92,102
"Alleluia! The Devil's Carnival",2016,6.8,1,97
"Padmaavat",2018,7,0.58,164
"Why We Fight",2005,8,0.78,98
"Bill & Ted's Bogus Journey",1991,6.3,0.54,93
"Bones Brigade: An Autobiography",2012,8.1,0.77,90
"The Young and Prodigious T.S. Spivet",2013,7.1,0.76,105
"Hype!",1996,7.6,0.92,84
"Your Vice Is a Locked Room and Only I Have the Key",1972,6.8,1,97
"Sign 'o' The Times",1987,8.1,0.86,85
"Ghosts of Abu Ghraib",2007,7.8,1,78
